period_end,period_key,frequency,instrument,factor_id,value,coverage,asof_date,quality_flag,source_version
2016-06-30,2016-06,monthly,corn,nearby_main_spread_change_1m_lag1,,0,,partial_period,corn_monthly_factors_v1
2016-06-30,2016-06,monthly,corn,nearby_main_spread_ratio_lag1,,0,,partial_period,corn_monthly_factors_v1
2016-07-29,2016-07,monthly,corn,nearby_main_spread_change_1m_lag1,,0,2016-06-30,insufficient_history,corn_monthly_factors_v1
2016-07-29,2016-07,monthly,corn,nearby_main_spread_ratio_lag1,,0,2016-06-30,insufficient_history,corn_monthly_factors_v1
2016-08-31,2016-08,monthly,corn,nearby_main_spread_change_1m_lag1,,0,2016-07-29,insufficient_history,corn_monthly_factors_v1
2016-08-31,2016-08,monthly,corn,nearby_main_spread_ratio_lag1,0.1445366528,1,2016-07-29,ok,corn_monthly_factors_v1
2016-09-30,2016-09,monthly,corn,nearby_main_spread_change_1m_lag1,0.09477369199,1,2016-08-31,ok,corn_monthly_factors_v1
2016-09-30,2016-09,monthly,corn,nearby_main_spread_ratio_lag1,0.2393103448,1,2016-08-31,ok,corn_monthly_factors_v1
2016-10-31,2016-10,monthly,corn,nearby_main_spread_change_1m_lag1,-0.1991381784,1,2016-09-30,ok,corn_monthly_factors_v1
2016-10-31,2016-10,monthly,corn,nearby_main_spread_ratio_lag1,0.04017216643,1,2016-09-30,ok,corn_monthly_factors_v1
2016-11-30,2016-11,monthly,corn,nearby_main_spread_change_1m_lag1,0.1239675831,1,2016-10-31,ok,corn_monthly_factors_v1
2016-11-30,2016-11,monthly,corn,nearby_main_spread_ratio_lag1,0.1641397495,1,2016-10-31,ok,corn_monthly_factors_v1
2016-12-30,2016-12,monthly,corn,nearby_main_spread_change_1m_lag1,-0.1265749827,1,2016-11-30,ok,corn_monthly_factors_v1
2016-12-30,2016-12,monthly,corn,nearby_main_spread_ratio_lag1,0.03756476684,1,2016-11-30,ok,corn_monthly_factors_v1
2017-01-26,2017-01,monthly,corn,nearby_main_spread_change_1m_lag1,-0.05731460226,1,2016-12-30,ok,corn_monthly_factors_v1
2017-01-26,2017-01,monthly,corn,nearby_main_spread_ratio_lag1,-0.01974983542,1,2016-12-30,ok,corn_monthly_factors_v1
2017-02-28,2017-02,monthly,corn,nearby_main_spread_change_1m_lag1,-0.02191683125,1,2017-01-26,ok,corn_monthly_factors_v1
2017-02-28,2017-02,monthly,corn,nearby_main_spread_ratio_lag1,-0.04166666667,1,2017-01-26,ok,corn_monthly_factors_v1
2017-03-31,2017-03,monthly,corn,nearby_main_spread_change_1m_lag1,-0.02196402578,1,2017-02-28,ok,corn_monthly_factors_v1
2017-03-31,2017-03,monthly,corn,nearby_main_spread_ratio_lag1,-0.06363069245,1,2017-02-28,ok,corn_monthly_factors_v1
2017-04-28,2017-04,monthly,corn,nearby_main_spread_change_1m_lag1,0.03013786949,1,2017-03-31,ok,corn_monthly_factors_v1
2017-04-28,2017-04,monthly,corn,nearby_main_spread_ratio_lag1,-0.03349282297,1,2017-03-31,ok,corn_monthly_factors_v1
2017-05-31,2017-05,monthly,corn,nearby_main_spread_change_1m_lag1,0.03287630016,1,2017-04-28,ok,corn_monthly_factors_v1
2017-05-31,2017-05,monthly,corn,nearby_main_spread_ratio_lag1,-0.0006165228113,1,2017-04-28,ok,corn_monthly_factors_v1
2017-06-30,2017-06,monthly,corn,nearby_main_spread_change_1m_lag1,0.0136762243,1,2017-05-31,ok,corn_monthly_factors_v1
2017-06-30,2017-06,monthly,corn,nearby_main_spread_ratio_lag1,0.01305970149,1,2017-05-31,ok,corn_monthly_factors_v1
2017-07-31,2017-07,monthly,corn,nearby_main_spread_change_1m_lag1,-0.04921856338,1,2017-06-30,ok,corn_monthly_factors_v1
2017-07-31,2017-07,monthly,corn,nearby_main_spread_ratio_lag1,-0.03615886189,1,2017-06-30,ok,corn_monthly_factors_v1
2017-08-31,2017-08,monthly,corn,nearby_main_spread_change_1m_lag1,0.03615886189,1,2017-07-31,ok,corn_monthly_factors_v1
2017-08-31,2017-08,monthly,corn,nearby_main_spread_ratio_lag1,0,1,2017-07-31,ok,corn_monthly_factors_v1
2017-09-29,2017-09,monthly,corn,nearby_main_spread_change_1m_lag1,-0.03023117961,1,2017-08-31,ok,corn_monthly_factors_v1
2017-09-29,2017-09,monthly,corn,nearby_main_spread_ratio_lag1,-0.03023117961,1,2017-08-31,ok,corn_monthly_factors_v1
2017-10-31,2017-10,monthly,corn,nearby_main_spread_change_1m_lag1,0.004832479077,1,2017-09-29,ok,corn_monthly_factors_v1
2017-10-31,2017-10,monthly,corn,nearby_main_spread_ratio_lag1,-0.02539870053,1,2017-09-29,ok,corn_monthly_factors_v1
2017-11-30,2017-11,monthly,corn,nearby_main_spread_change_1m_lag1,0.0133286945,1,2017-10-31,ok,corn_monthly_factors_v1
2017-11-30,2017-11,monthly,corn,nearby_main_spread_ratio_lag1,-0.01207000604,1,2017-10-31,ok,corn_monthly_factors_v1
2017-12-29,2017-12,monthly,corn,nearby_main_spread_change_1m_lag1,0.01207000604,1,2017-11-30,ok,corn_monthly_factors_v1
2017-12-29,2017-12,monthly,corn,nearby_main_spread_ratio_lag1,0,1,2017-11-30,ok,corn_monthly_factors_v1
2018-01-31,2018-01,monthly,corn,nearby_main_spread_change_1m_lag1,-0.04185022026,1,2017-12-29,ok,corn_monthly_factors_v1
2018-01-31,2018-01,monthly,corn,nearby_main_spread_ratio_lag1,-0.04185022026,1,2017-12-29,ok,corn_monthly_factors_v1
2018-02-28,2018-02,monthly,corn,nearby_main_spread_change_1m_lag1,0.04408735673,1,2018-01-31,ok,corn_monthly_factors_v1
2018-02-28,2018-02,monthly,corn,nearby_main_spread_ratio_lag1,0.002237136465,1,2018-01-31,ok,corn_monthly_factors_v1
